student_id,student_country,date_registered,purchase_id,purchase_type,date_purchased,days_taken,num_rated_courses,avg_rated_courses,avg_course_watched,total_time_watched,engagement_quizzes,engagement_exams,engagement_lessons,avg_exam_score,no_of_questions
258830,BY,2022-01-01,,,,,,,0.9,0.9,0.0,0.0,1.0,,
258831,SG,2022-01-01,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258833,IN,2022-01-01,,,,,,,1.3,1.3,0.0,0.0,1.0,,
258834,GB,2022-01-01,,,,,,,21.9,21.9,1.0,0.0,1.0,,
258835,CM,2022-01-01,,,,,,,,,,,,,
258836,PK,2022-01-01,,,,,,,,,,,,,
258837,ID,2022-01-01,,,,,,,11.9,35.7,3.0,0.0,3.0,,
258838,PK,2022-01-01,,,,,,,,,,,,,
258839,EG,2022-01-01,,,,,,,,,,,,,
258840,SA,2022-01-01,,,,,,,21.05,42.1,1.0,0.0,2.0,,
258841,JP,2022-01-01,,,,,,,0.30000000000000004,0.6000000000000001,0.0,0.0,2.0,,
258842,PK,2022-01-01,,,,,,,,,,,,,
258843,US,2022-01-01,,,,,,,,,,,,,
258844,EG,2022-01-01,,,,,,,,,,,,,
258845,ID,2022-01-01,,,,,,,27.023076923076925,351.3,10.0,2.0,13.0,66.5,
258846,US,2022-01-01,,,,,,,6.9,6.9,0.0,0.0,1.0,,
258847,IN,2022-01-01,,,,,,,,,,,,,
258848,RU,2022-01-01,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258849,IN,2022-01-01,,,,,,,12.0,12.0,1.0,0.0,1.0,,
258850,CA,2022-01-01,,,,,,,,,,,,,
258851,HT,2022-01-01,,,,,,,6.6,6.6,1.0,0.0,1.0,,
258852,SA,2022-01-01,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258853,US,2022-01-01,,,,,,,,,,,,,
258854,NG,2022-01-01,,,,,,,,,,,,,
258855,GB,2022-01-01,,,,,,,0.2,0.2,0.0,0.0,1.0,,
258857,AZ,2022-01-01,,,,,,,0.8,0.8,1.0,0.0,1.0,,
258858,MA,2022-01-01,,,,,,,,,,,,,
258859,SA,2022-01-01,,,,,,,,,,,,,
258860,PL,2022-01-01,,,,,,,12.2,12.2,1.0,0.0,1.0,,
258861,IN,2022-01-01,,,,,,,10.8,21.6,1.0,0.0,2.0,,
258864,DE,2022-01-01,,,,,,,,,,,,,
258866,IN,2022-01-01,,,,,,,,,,,,,
258867,TN,2022-01-01,,,,,,,,,,,,,
258868,DZ,2022-01-01,,,,,,,,,,,,,
258869,VN,2022-01-01,,,,,,,1.2,1.2,0.0,0.0,1.0,,
258870,GB,2022-01-01,,,,,,,1.5666666666666667,4.7,0.0,0.0,3.0,,
258871,CA,2022-01-01,,,,,,,2.2,2.2,0.0,0.0,1.0,,
258872,CO,2022-01-01,,,,,,,63.8,63.8,1.0,1.0,1.0,54.714285714285715,
258873,EG,2022-01-01,,,,,,,,,,,,,
258874,PT,2022-01-01,,,,,,,,,,,,,
258875,SA,2022-01-01,,,,,,,,,,,,,
258876,FR,2022-01-01,,,,,,,14.719999999999999,73.6,4.0,0.0,5.0,,
258877,EG,2022-01-01,,,,,,,,,,,,,
258879,LY,2022-01-01,,,,,,,1.2,1.2,0.0,0.0,1.0,,
258880,RU,2022-01-01,,,,,,,24.400000000000002,73.2,3.0,0.0,3.0,,
258881,EG,2022-01-01,,,,,,,1.9,1.9,1.0,0.0,1.0,,
258882,US,2022-01-01,,,,,,,0.5,0.5,0.0,0.0,1.0,,
258884,EG,2022-01-01,,,,,,,0.3,0.3,0.0,0.0,1.0,,
258885,MD,2022-01-01,,,,,,,30.85,61.7,2.0,1.0,2.0,66.5,
258886,SA,2022-01-01,,,,,,,,,,,,,
258887,SA,2022-01-01,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258888,GB,2022-01-01,,,,,,,0.7,0.7,0.0,0.0,1.0,,
258889,SA,2022-01-01,,,,,,,,,,,,,
258890,RU,2022-01-01,,,,,,,1.2,1.2,0.0,0.0,1.0,,
258891,EG,2022-01-01,,,,,,,,,,,,,
258892,MX,2022-01-01,,,,,,,3.7,7.4,0.0,0.0,2.0,,
258893,AE,2022-01-01,,,,,,,25.3,25.3,1.0,0.0,1.0,,
258894,US,2022-01-01,,,,,,,62.0,62.0,1.0,0.0,1.0,,
258895,EG,2022-01-01,,,,,,,11.2,11.2,1.0,0.0,1.0,,
258896,BR,2022-01-01,,,,,,,,,,,,,
258897,AR,2022-01-01,,,,,,,,,,,,,
258898,IN,2022-01-01,,,,,,,,,,,,,
258899,SA,2022-01-01,,,,,,,,,,,,,
258900,IN,2022-01-01,,,,,,,,,,,,,
258901,SA,2022-01-01,,,,,,,,,,,,,
258902,NG,2022-01-01,,,,,,,9.45,18.9,1.0,0.0,2.0,,
258903,US,2022-01-01,,,,,,,9.3,9.3,1.0,0.0,1.0,,
258904,SA,2022-01-01,,,,,,,36.5,219.0,3.0,0.0,6.0,,
258905,NG,2022-01-01,,,,,,,3.6,3.6,0.0,0.0,1.0,,
258906,EG,2022-01-01,,,,,,,32.18571428571428,225.29999999999998,4.0,2.0,7.0,80.85714285714286,
258907,EG,2022-01-01,,,,,,,,,,,,,
258909,US,2022-01-01,,,,,,,,,,,,,
258910,EG,2022-01-02,,,,,,,6.6,6.6,1.0,0.0,1.0,,
258911,SA,2022-01-02,,,,,,,,,,,,,
258912,IN,2022-01-02,,,,,,,5.166666666666667,15.5,1.0,0.0,3.0,,
258913,US,2022-01-02,16544.0,Annual,2022-01-27,25 days,,,77.53999999999999,387.7,3.0,4.0,5.0,71.52941176470588,
258914,LK,2022-01-02,,,,,,,2.8,2.8,0.0,0.0,1.0,,
258915,SA,2022-01-02,,,,,,,6.6,6.6,1.0,0.0,1.0,,
258917,US,2022-01-02,,,,,,,6.6,6.6,1.0,0.0,1.0,,
258919,DE,2022-01-02,,,,,,,,,,,,,
258920,PH,2022-01-02,,,,,,,65.3,65.3,1.0,0.0,1.0,,
258921,SA,2022-01-02,,,,,,,,,,,,,
258922,US,2022-01-02,15862.0,Annual,2022-01-04,2 days,,,23.0,69.0,2.0,1.0,3.0,75.0,
258924,EG,2022-01-02,,,,,,,49.5,346.5,1.0,0.0,7.0,,
258925,ID,2022-01-02,,,,,,,6.7,6.7,0.0,0.0,1.0,,
258926,SA,2022-01-02,,,,,,,,,,,,,
258927,IN,2022-01-02,,,,,,,5.1,5.1,0.0,0.0,1.0,,
258928,SA,2022-01-02,,,,,,,,,,,,,
258929,US,2022-01-02,,,,,,,,,,,,,
258931,SA,2022-01-02,,,,,,,,,,,,,
258932,SA,2022-01-02,,,,,,,,,,,,,
258933,US,2022-01-02,,,,,,,2.9,5.8,0.0,0.0,2.0,,
258934,US,2022-01-02,,,,,,,,,,,,,
258935,US,2022-01-02,,,,,,,,,,,,,
258936,IN,2022-01-02,,,,,,,12.75,25.5,0.0,0.0,2.0,,
258937,SD,2022-01-02,,,,,,,,,,,,,
258938,IN,2022-01-02,,,,,,,,,,,,,
258939,US,2022-01-02,,,,,,,10.8,10.8,0.0,0.0,1.0,,
258940,DE,2022-01-02,,,,,,,3.5,3.5,0.0,0.0,1.0,,
258941,SA,2022-01-02,,,,,,,,,,,,,
258942,NG,2022-01-02,,,,,,,,,,,,,
258943,IN,2022-01-02,,,,,,,,,,,,,
258944,VN,2022-01-02,,,,,,,,,,,,,
258945,IN,2022-01-02,,,,,,,,,,,,,
258946,US,2022-01-02,,,,,,,,,,,,,
258947,IN,2022-01-02,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258948,IN,2022-01-02,,,,,,,,,,,,,
258949,IN,2022-01-02,,,,,,,,,,,,,
258950,IN,2022-01-02,,,,,,,,,,,,,
258951,EG,2022-01-02,,,,,,,13.775,55.1,1.0,1.0,4.0,83.0,
258952,PL,2022-01-02,,,,,,,,,,,,,
258953,ID,2022-01-02,,,,,,,,,,,,,
258954,IQ,2022-01-02,,,,,,,3.4,3.4,0.0,0.0,1.0,,
258955,AE,2022-01-02,15846.0,Annual,2022-01-03,1 days,,,46.650000000000006,93.30000000000001,2.0,1.0,2.0,75.0,
258957,ZA,2022-01-02,,,,,,,3.6,3.6,0.0,0.0,1.0,,
258958,TJ,2022-01-02,,,,,,,,,,,,,
258959,IN,2022-01-02,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258960,CN,2022-01-02,,,,,,,3.4,3.4,0.0,0.0,1.0,,
258961,IN,2022-01-02,,,,,,,,,,,,,
258962,EG,2022-01-02,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258963,SA,2022-01-02,,,,,,,,,,,,,
258964,TR,2022-01-02,,,,,,,,,,,,,
258965,IN,2022-01-02,,,,,,,1.5,1.5,0.0,0.0,1.0,,
258966,GB,2022-01-02,,,,,,,,,,,,,
258967,NL,2022-01-02,,,,,,,2.8,2.8,0.0,0.0,1.0,,
258968,AE,2022-01-02,,,,,,,,,,,,,
258969,US,2022-01-02,,,,,,,5.2,5.2,0.0,0.0,1.0,,
258970,GM,2022-01-02,,,,,,,33.9,33.9,1.0,0.0,1.0,,
258971,IL,2022-01-02,15956.0,Monthly,2022-01-09,7 days,,,19.45,77.8,2.0,1.0,4.0,75.0,
258973,US,2022-01-02,,,,,,,20.3,20.3,0.0,0.0,1.0,,
258974,SA,2022-01-02,,,,,,,20.9,20.9,1.0,0.0,1.0,,
258975,US,2022-01-02,,,,,,,,,,,,,
258976,IN,2022-01-02,,,,,,,,,,,,,
258977,IN,2022-01-02,,,,,,,,,,,,,
258978,IN,2022-01-02,,,,,,,,,,,,,
258979,SA,2022-01-02,,,,,,,0.75,1.5,0.0,0.0,2.0,,
258980,MX,2022-01-02,15933.0,Annual,2022-01-08,6 days,,,0.1,0.1,0.0,0.0,1.0,,
258981,TR,2022-01-02,,,,,,,,,,,,,
258982,TH,2022-01-02,,,,,,,0.1,0.1,0.0,0.0,1.0,,
258983,AE,2022-01-02,,,,,,,,,,,,,
258985,MX,2022-01-02,,,,,,,,,,,,,
258986,RU,2022-01-02,,,,,,,,,,,,,
258987,ES,2022-01-02,,,,,,,0.3,0.3,0.0,0.0,1.0,,
258988,PK,2022-01-02,,,,,,,,,,,,,
258989,IN,2022-01-02,,,,,,,0.3,0.3,0.0,0.0,1.0,,
258990,DE,2022-01-02,,,,,,,,,,,,,
258991,MA,2022-01-02,,,,,,,5.6,5.6,0.0,0.0,1.0,,
258992,US,2022-01-02,,,,,,,,,,,,,
258993,SA,2022-01-02,,,,,,,0.3,0.3,0.0,0.0,1.0,,
258994,GB,2022-01-02,,,,,,,31.7,95.1,3.0,0.0,3.0,,
258995,PK,2022-01-02,,,,,,,,,,,,,
258996,SA,2022-01-02,,,,,,,13.066666666666668,39.2,3.0,0.0,3.0,,
258997,NG,2022-01-02,,,,,,,8.4,8.4,1.0,0.0,1.0,,
258998,SA,2022-01-02,,,,,,,0.3,0.3,0.0,0.0,1.0,,
258999,IN,2022-01-02,,,,,,,0.5,0.5,0.0,0.0,1.0,,
259000,SA,2022-01-02,,,,,,,19.1,57.300000000000004,1.0,0.0,3.0,,
259001,AE,2022-01-02,,,,,,,3.95,7.9,0.0,0.0,2.0,,
259002,SA,2022-01-02,,,,,,,17.433333333333334,52.3,3.0,0.0,3.0,,
259003,MA,2022-01-02,,,,,,,,,,,,,
259004,TZ,2022-01-02,,,,,,,,,,,,,
259005,TR,2022-01-02,,,,,,,0.5,0.5,0.0,0.0,1.0,,
259006,CA,2022-01-02,,,,,,,,,,,,,
259007,IN,2022-01-02,,,,,,,,,,,,,
259008,US,2022-01-02,,,,,,,1.1,1.1,0.0,0.0,1.0,,
259009,SA,2022-01-02,,,,,,,,,,,,,
259010,SA,2022-01-02,,,,,,,,,,,,,
259011,GB,2022-01-02,,,,,,,41.099999999999994,739.8,2.0,6.0,18.0,90.42857142857143,
259012,SA,2022-01-02,,,,,,,20.599999999999998,61.8,0.0,2.0,3.0,70.75,
259013,SA,2022-01-02,,,,,,,,,,,,,
259014,FR,2022-01-02,,,,,,,2.4,2.4,0.0,0.0,1.0,,
259015,SA,2022-01-02,,,,,,,24.916666666666668,149.5,5.0,0.0,6.0,,
259016,DE,2022-01-02,,,,,,,,,,,,,
259017,EG,2022-01-02,,,,,,,1.1,1.1,0.0,0.0,1.0,,
259018,IN,2022-01-02,,,,,,,0.7,0.7,0.0,0.0,1.0,,
259019,PK,2022-01-02,,,,,,,,,,,,,
259020,UA,2022-01-02,,,,,,,5.8,5.8,1.0,0.0,1.0,,
259021,IN,2022-01-02,,,,,,,,,,,,,
259022,SA,2022-01-02,,,,,,,1.2,1.2,0.0,0.0,1.0,,
259023,QA,2022-01-02,,,,,,,,,,,,,
259024,EG,2022-01-02,,,,,,,13.5,27.0,2.0,0.0,2.0,,
259025,GB,2022-01-02,,,,,,,2.3,2.3,1.0,0.0,1.0,,
259026,GB,2022-01-02,15867.0,Monthly,2022-01-04,2 days,,,21.46666666666667,64.4,3.0,1.0,3.0,67.0,
259027,US,2022-01-02,,,,,,,,,,,,,
259028,SA,2022-01-02,15863.0,Monthly,2022-01-04,2 days,,,31.933333333333334,95.8,2.0,0.0,3.0,,
259029,MA,2022-01-02,,,,,,,10.4,10.4,1.0,0.0,1.0,,
259030,EG,2022-01-02,,,,,,,,,,,,,
259031,IT,2022-01-02,,,,,,,,,,,,,
259032,MY,2022-01-02,,,,,,,30.7,30.7,0.0,0.0,1.0,,
259033,EG,2022-01-02,,,,,,,3.3,3.3,0.0,0.0,1.0,,
259034,NG,2022-01-02,,,,,,,8.575,34.3,2.0,0.0,4.0,,
259035,IQ,2022-01-02,,,,,,,1.1,1.1,0.0,0.0,1.0,,
259036,EG,2022-01-02,,,,,,,,,,,,,
259037,CA,2022-01-02,,,,,,,,,,,,,
259038,GH,2022-01-02,,,,,,,,,,,,,
259039,US,2022-01-02,16701.0,Monthly,2022-02-02,31 days,,,30.93846153846154,402.2,5.0,2.0,13.0,70.75,
259040,EG,2022-01-02,,,,,,,0.1,0.1,0.0,0.0,1.0,,
259041,CA,2022-01-02,,,,,,,0.2,0.2,0.0,0.0,1.0,,
259042,EG,2022-01-02,,,,,,,,,,,,,
259043,CO,2022-01-02,,,,,,,5.5,11.0,1.0,1.0,2.0,83.5,
259044,MA,2022-01-02,,,,,,,,,,,,,
259045,AT,2022-01-02,,,,,,,2.2,2.2,0.0,0.0,1.0,,
259046,PK,2022-01-02,,,,,,,,,,,,,
259047,CA,2022-01-02,,,,,,,13.6,27.2,1.0,0.0,2.0,,
259048,FI,2022-01-02,,,,,,,0.6,0.6,0.0,0.0,1.0,,
259049,CM,2022-01-02,,,,,,,,,,,,,
259050,RU,2022-01-02,,,,,,,,,,,,,
259051,US,2022-01-02,,,,,,,0.4,0.4,0.0,0.0,1.0,,
259052,GT,2022-01-02,,,,,,,,,,,,,
259053,FR,2022-01-03,,,,,,,,,,,,,
259054,US,2022-01-03,16547.0,Annual,2022-01-27,24 days,,,,,,,,,
259055,IN,2022-01-03,,,,,,,2.0,2.0,0.0,0.0,1.0,,
259056,CA,2022-01-03,,,,,,,0.5,0.5,0.0,0.0,1.0,,
259057,IN,2022-01-03,,,,,,,8.4,8.4,1.0,0.0,1.0,,
259058,BR,2022-01-03,,,,,,,1.2,1.2,0.0,0.0,1.0,,
259059,AU,2022-01-03,,,,,,,4.3,4.3,0.0,0.0,1.0,,
259060,US,2022-01-03,,,,,,,10.066666666666666,30.2,2.0,0.0,3.0,,
259061,MA,2022-01-03,,,,,,,,,,,,,
259062,US,2022-01-03,,,,,,,9.5,9.5,1.0,0.0,1.0,,
259063,US,2022-01-03,,,,,,,4.7,4.7,0.0,0.0,1.0,,
259064,HK,2022-01-03,,,,,,,,,,,,,
259065,IN,2022-01-03,,,,,,,0.4,0.4,0.0,0.0,1.0,,
259066,SE,2022-01-03,,,,,,,,,,,,,
259067,SG,2022-01-03,,,,,,,59.8,59.8,1.0,1.0,1.0,83.0,
259068,SA,2022-01-03,,,,,,,23.3,46.6,1.0,0.0,2.0,,
259069,SN,2022-01-03,,,,,,,1.0,1.0,1.0,0.0,1.0,,
259071,GT,2022-01-03,,,,,,,26.8,53.6,2.0,0.0,2.0,,
259072,SA,2022-01-03,,,,,,,1.8,1.8,0.0,0.0,1.0,,
259073,HK,2022-01-03,,,,,,,,,,,,,
259074,IN,2022-01-03,,,,,,,,,,,,,
259075,IN,2022-01-03,,,,,,,,,,,,,
259076,EG,2022-01-03,,,,,,,,,,,,,
259077,IN,2022-01-03,,,,,,,10.2,10.2,0.0,0.0,1.0,,
259078,SA,2022-01-03,,,,,,,0.9,0.9,0.0,0.0,1.0,,
259079,IN,2022-01-03,,,,,,,0.2,0.2,0.0,0.0,1.0,,
259080,NG,2022-01-03,,,,,,,52.13333333333333,156.4,1.0,1.0,3.0,50.0,
259081,ID,2022-01-03,,,,,,,,,,,,,
259082,IN,2022-01-03,,,,,,,,,,,,,
259083,TZ,2022-01-03,,,,,,,,,,,,,
259084,OM,2022-01-03,,,,,,,8.5,17.0,0.0,0.0,2.0,,
259085,IN,2022-01-03,,,,,,,0.9,0.9,0.0,0.0,1.0,,
259086,IN,2022-01-03,,,,,,,5.3,5.3,0.0,0.0,1.0,,
259088,IN,2022-01-03,,,,,,,21.625,86.5,2.0,1.0,4.0,71.0909090909091,
259089,IN,2022-01-03,,,,,,,,,,,,,
259090,IN,2022-01-03,,,,,,,10.0,10.0,1.0,0.0,1.0,,
259091,CN,2022-01-03,,,,,,,,,,,,,
259092,VN,2022-01-03,,,,,,,,,,,,,
259093,EG,2022-01-03,,,,,,,49.55,99.1,0.0,1.0,2.0,75.0,
259094,IN,2022-01-03,,,,,,,,,,,,,
259095,IN,2022-01-03,,,,,,,0.1,0.1,0.0,0.0,1.0,,
259096,IN,2022-01-03,,,,,,,,,,,,,
259097,HU,2022-01-03,,,,,,,12.2,12.2,1.0,0.0,1.0,,
259098,IN,2022-01-03,,,,,,,0.3,0.3,0.0,0.0,1.0,,
259099,US,2022-01-03,,,,,,,1.1,1.1,0.0,0.0,1.0,,
259100,LB,2022-01-03,,,,,,,,,,,,,
259101,AU,2022-01-03,,,,,,,0.9500000000000001,1.9000000000000001,0.0,0.0,2.0,,
259102,PK,2022-01-03,,,,,,,0.2,0.2,0.0,0.0,1.0,,
259103,IN,2022-01-03,,,,,,,13.7,13.7,0.0,0.0,1.0,,
259104,MA,2022-01-03,,,,,,,0.7,0.7,0.0,0.0,1.0,,
259105,KE,2022-01-03,,,,,,,18.285714285714285,128.0,4.0,2.0,7.0,33.5,
259107,BD,2022-01-03,,,,,,,,,,,,,
259108,IN,2022-01-03,,,,,,,13.0,26.0,1.0,0.0,2.0,,
259109,DZ,2022-01-03,,,,,,,,,,,,,
259110,US,2022-01-03,,,,,,,22.866666666666664,68.6,1.0,1.0,3.0,91.5,
259111,IN,2022-01-03,,,,,,,,,,,,,
259112,IN,2022-01-03,,,,,,,,,,,,,
259113,MA,2022-01-03,,,,,,,0.4,0.4,1.0,0.0,1.0,,
259114,SO,2022-01-03,,,,,,,2.0,2.0,0.0,0.0,1.0,,
259115,NG,2022-01-03,,,,,,,0.7,0.7,0.0,0.0,1.0,,
259116,BE,2022-01-03,,,,,,,37.9,37.9,1.0,0.0,1.0,,
259117,BW,2022-01-03,,,,,,,,,,,,,
259118,ZA,2022-01-03,,,,,,,24.525,98.1,1.0,2.0,4.0,75.125,
259119,US,2022-01-03,,,,,,,,,,,,,
259120,IN,2022-01-03,,,,,,,,,,,,,
259121,IN,2022-01-03,,,,,,,30.0,60.0,1.0,1.0,2.0,66.5,
259122,NG,2022-01-03,,,,,,,,,,,,,
259123,IN,2022-01-03,,,,,,,41.6,41.6,1.0,0.0,1.0,,
259124,DZ,2022-01-03,,,,,,,,,,,,,
259125,IN,2022-01-03,,,,,,,5.6,5.6,1.0,0.0,1.0,,
259126,RW,2022-01-03,,,,,,,4.9,4.9,0.0,0.0,1.0,,
259127,US,2022-01-03,,,,,,,2.1,2.1,0.0,0.0,1.0,,
259129,IN,2022-01-03,,,,,,,,,,,,,
259130,US,2022-01-03,,,,,,,,,,,,,
259131,IL,2022-01-03,,,,,,,,,,,,,
259132,AZ,2022-01-03,,,,,,,1.9666666666666666,5.8999999999999995,0.0,0.0,3.0,,
259133,RW,2022-01-03,,,,,,,2.4,2.4,0.0,0.0,1.0,,
259134,SE,2022-01-03,,,,,,,13.6,13.6,1.0,0.0,1.0,,
259135,US,2022-01-03,,,,,,,,,,,,,
259136,EG,2022-01-03,,,,,,,,,,,,,
259137,CA,2022-01-03,,,,,,,6.0,6.0,0.0,0.0,1.0,,
259138,GH,2022-01-03,,,,,,,12.6,12.6,0.0,0.0,1.0,,
259139,US,2022-01-03,,,,,,,,,,,,,
259140,LT,2022-01-03,,,,,,,,,,,,,
259141,US,2022-01-03,,,,,,,,,,,,,
259142,US,2022-01-03,,,,,,,,,,,,,
259143,PK,2022-01-03,,,,,,,12.100000000000001,24.200000000000003,1.0,0.0,2.0,,
259144,KZ,2022-01-03,,,,,,,3.0,3.0,0.0,0.0,1.0,,
259145,AZ,2022-01-03,,,,,,,0.3,0.3,0.0,0.0,1.0,,
259146,IN,2022-01-03,,,,,,,3.3,3.3,0.0,0.0,1.0,,
259147,NG,2022-01-03,,,,,,,,,,,,,
259149,MA,2022-01-03,,,,,,,38.2,38.2,1.0,0.0,1.0,,
259150,NL,2022-01-03,,,,,,,0.2,0.2,0.0,0.0,1.0,,
259151,US,2022-01-03,,,,,,,,,,,,,
259152,TN,2022-01-03,,,,,,,5.35,10.7,1.0,0.0,2.0,,
259153,NG,2022-01-03,,,,,,,,,,,,,
259154,NG,2022-01-03,,,,,,,,,,,,,
259155,US,2022-01-03,,,,,,,53.98571428571428,377.9,3.0,3.0,7.0,54.25,
259156,EG,2022-01-03,,,,,,,2.4,2.4,0.0,0.0,1.0,,
259157,NL,2022-01-03,,,,,,,,,,,,,
259158,EG,2022-01-03,,,,,,,0.5,0.5,0.0,0.0,1.0,,
259159,EG,2022-01-03,,,,,,,,,,,,,
259160,ZW,2022-01-03,,,,,,,,,,,,,
259161,US,2022-01-03,,,,,,,,,,,,,
259162,CR,2022-01-03,,,,,,,,,,,,,
259163,SA,2022-01-03,,,,,,,,,,,,,
259164,EG,2022-01-03,,,,,,,0.7,0.7,0.0,0.0,1.0,,
259165,JM,2022-01-03,,,,,,,0.2,0.2,0.0,0.0,1.0,,
259166,IN,2022-01-03,,,,,,,,,1.0,0.0,0.0,,
259167,RW,2022-01-03,,,,,,,5.25,10.5,1.0,0.0,2.0,,
259168,IN,2022-01-04,,,,,,,,,,,,,
259169,US,2022-01-04,,,,,,,,,,,,,
259170,US,2022-01-04,,,,,,,1.2,1.2,0.0,0.0,1.0,,
259171,US,2022-01-04,16459.0,Quarterly,2022-01-25,21 days,,,47.449999999999996,94.89999999999999,1.0,1.0,2.0,83.5,
259172,IN,2022-01-04,,,,,,,7.4,7.4,1.0,0.0,1.0,,
259173,IN,2022-01-04,,,,,,,,,,,,,
259174,CA,2022-01-04,15905.0,Annual,2022-01-07,3 days,,,53.800000000000004,215.20000000000002,2.0,2.0,4.0,74.75,3.0
259175,JP,2022-01-04,,,,,,,,,,,,,
259176,CA,2022-01-04,,,,,,,,,,,,,
259177,TT,2022-01-04,,,,,,,,,,,,,
259178,IN,2022-01-04,,,,,,,3.3000000000000003,6.6000000000000005,0.0,0.0,2.0,,
259180,IN,2022-01-04,,,,,,,12.525,50.1,0.0,0.0,4.0,,
259181,IN,2022-01-04,,,,,,,0.1,0.1,0.0,0.0,1.0,,
259182,US,2022-01-04,,,,,,,,,,,,,
259183,IN,2022-01-04,,,,,,,9.15,18.3,1.0,0.0,2.0,,
259184,IN,2022-01-04,,,,,,,0.1,0.1,0.0,0.0,1.0,,
259185,CO,2022-01-04,,,,,,,,,,,,,
259186,CA,2022-01-04,,,,,,,,,,,,,
259187,ID,2022-01-04,,,,,,,4.75,9.5,1.0,0.0,2.0,,
259188,IN,2022-01-04,,,,,,,4.3,4.3,1.0,0.0,1.0,,
259189,IN,2022-01-04,,,,,,,,,,,,,
259191,AR,2022-01-04,,,,,,,1.0,1.0,0.0,0.0,1.0,,
259192,ES,2022-01-04,,,,,,,0.4,0.4,0.0,0.0,1.0,,
259193,IN,2022-01-04,,,,,,,,,,,,,
259194,EG,2022-01-04,,,,,,,,,,,,,
259195,PK,2022-01-04,,,,,,,32.2,32.2,1.0,0.0,1.0,,
259196,CA,2022-01-04,,,,,,,3.2,3.2,0.0,0.0,1.0,,
259198,IN,2022-01-04,,,,,,,8.616666666666667,51.7,0.0,0.0,6.0,,
259199,IN,2022-01-04,,,,,,,19.4,19.4,1.0,0.0,1.0,,
259200,IN,2022-01-04,,,,,,,,,,,,,
259201,IN,2022-01-04,,,,,,,2.0,2.0,0.0,0.0,1.0,,
259202,TR,2022-01-04,,,,,,,,,,,,,
259203,NG,2022-01-04,,,,,,,7.85,15.7,1.0,0.0,2.0,,
259204,EG,2022-01-04,,,,,,,0.3,0.3,0.0,0.0,1.0,,
259205,PK,2022-01-04,,,,,,,4.9,9.8,1.0,0.0,2.0,,
259206,IN,2022-01-04,,,,,,,,,,,,,
259207,IN,2022-01-04,,,,,,,0.5,1.0,0.0,0.0,2.0,,
259208,NG,2022-01-04,,,,,,,,,,,,,
259210,CA,2022-01-04,,,,,,,21.799999999999997,43.599999999999994,2.0,0.0,2.0,,
